attrInteger,attrInteger,attrInteger,attrInteger
1991681,64,199168100,1991682
370062,692,37006200,370063
1224631,600,122463100,1224632
707363,363,70736300,707364
1008578,567,100857800,1008579
424506,741,42450600,424507
1192697,640,119269700,1192698
806122,477,80612200,806123
1798729,526,179872900,1798730
1639008,616,163900800,1639009
911854,371,91185400,911855
989695,30,98969500,989696
834255,561,83425500,834256
697288,190,69728800,697289
1230117,227,123011700,1230118
429301,339,42930100,429302
616513,893,61651300,616514
1504835,426,150483500,1504836
1429178,166,142917800,1429179
1278154,573,127815400,1278155
1211335,735,121133500,1211336
271927,443,27192700,271928
932067,244,93206700,932068
1372856,161,137285600,1372857
592488,759,59248800,592489
1859271,649,185927100,1859272
181768,145,18176800,181769
1057188,673,105718800,1057189
674221,459,67422100,674222
331632,291,33163200,331633
1669836,885,166983600,1669837
354910,110,35491000,354911
843864,387,84386400,843865
12704,256,1270400,12705
795691,278,79569100,795692
297996,846,29799600,297997
460238,821,46023800,460239
1833381,6,183338100,1833382
726885,701,72688500,726886
52221,324,5222100,52222
413478,450,41347800,413479
1385761,687,138576100,1385762
163969,640,16396900,163970
311452,109,31145200,311453
1019586,561,101958600,1019587
1296237,161,129623700,1296238
1934744,594,193474400,1934745
935991,32,93599100,935992
301136,293,30113600,301137
1385317,912,138531700,1385318
1697445,271,169744500,1697446
1345488,359,134548800,1345489
1458955,229,145895500,1458945
1310607,311,131060700,1310608
1656268,551,165626800,1656258
950875,272,95087500,950876
1044352,734,104435200,1044353
1957771,795,195777100,1957772
1646453,449,164645300,1646454
1626646,60,162664600,1626647
1627657,142,162765700,1627658
883090,188,88309000,883091
1177087,761,117708700,1177088
21007,153,2100700,21008
957576,896,95757600,957577
763740,537,76374000,763741
258939,102,25893900,258940
955630,29,95563000,955631
1858553,137,185855300,1858554
773765,377,77376500,773766
351313,623,35131300,351314
480179,779,48017900,480180
781938,415,78193800,781939
445236,850,44523600,445237
383838,988,38383800,383839
2949,449,294900,2950
1457186,442,145718600,1457187
608382,733,60838200,608383
1872597,545,187259700,1872598
1651599,115,165159900,1651589
953272,65,95327200,953273
483204,395,48320400,483205
1884220,378,188422000,1884221
91167,920,9116700,91168
928097,332,92809700,928098
91569,548,9156900,91570
397122,434,39712200,397123
1301938,141,130193800,1301939
500625,699,50062500,500626
1382196,27,138219600,1382197
480315,858,48031500,480316
1505680,592,150568000,1505681
1299588,607,129958800,1299589
1237926,320,123792600,1237927
168919,269,16891900,168920
52563,360,5256300,52564
452968,801,45296800,452969
267892,969,26789200,267893
1181362,295,118136200,1181363
1263441,583,126344100,1263442
510556,411,51055600,510557
1071592,734,107159200,1071593
1880091,229,188009100,1880092
302737,103,30273700,302738
1644298,772,164429800,1644299
1729191,275,172919100,1729192
588066,315,58806600,588067
732024,421,73202400,732025
579243,466,57924300,579244
900541,198,90054100,900542
54784,180,5478400,54785
375429,572,37542900,375430
1624744,285,162474400,1624745
295164,931,29516400,295165
370010,131,37001000,370000
828264,776,82826400,828265
1593666,258,159366600,1593667
677905,617,67790500,677906
215797,699,21579700,215798
808888,228,80888800,808889
1679089,469,167908900,1679090
275999,104,27599900,276000
177452,882,17745200,177453
1954982,487,195498200,1954983
1961481,625,196148100,1961482
1299121,287,129912100,1299122
1103458,634,110345800,1103459
872521,9,87252100,872522
1801801,294,180180100,1801802
966276,318,96627600,966277
97656,229,9765600,97657
591564,420,59156400,591565
1810975,663,181097500,1810976
1964345,262,196434500,1964346
1734135,50,173413500,1734136
825028,911,82502800,825029
69327,517,6932700,69328
1725251,100,172525100,1725252
80819,136,8081900,80820
1607359,369,160735900,1607360
1126466,466,112646600,1126467
59060,666,5906000,59061
1827306,912,182730600,1827307
1513505,669,151350500,1513506
1004502,644,100450200,1004503
56112,398,5611200,56113
978958,900,97895800,978948
80546,933,8054600,80547
802153,788,80215300,802154
1505138,481,150513800,1505139
1586366,864,158636600,1586367
544393,313,54439300,544394
1028438,939,102843800,1028439
42204,293,4220400,42205
394946,111,39494600,394947
837208,57,83720800,837209
1739177,338,173917700,1739178
779070,814,77907000,779071
1238880,274,123888000,1238881
195202,277,19520200,195203
18157,386,1815700,18158
1724287,348,172428700,1724288
188650,823,18865000,188651
519221,529,51922100,519222
1867539,186,186753900,1867540
890615,309,89061500,890616
1386096,583,138609600,1386097
178361,1,17836100,178362
47455,449,4745500,47456
576588,528,57658800,576589
523635,51,52363500,523636
1314590,548,131459000,1314591
471313,105,47131300,471314
1336099,951,133609900,1336100
1346121,152,134612100,1346122
1654675,473,165467500,1654676
1047632,143,104763200,1047633
885328,845,88532800,885329
1729116,794,172911600,1729117
940544,269,94054400,940545
1354263,11,135426300,1354264
661773,880,66177300,661774
1684275,263,168427500,1684276
1395884,733,139588400,1395885
709864,987,70986400,709865
1772486,753,177248600,1772487
1911459,564,191145900,1911460
1989036,345,198903600,1989037
1180650,210,118065000,1180651
1088756,556,108875600,1088757
1298166,333,129816600,1298167
255275,635,25527500,255276
1161209,982,116120900,1161210
1067798,413,106779800,1067799
1474216,558,147421600,1474217
590013,579,59001300,590014
1147096,4,114709600,1147097
660740,479,66074000,660741
1886838,763,188683800,1886839
1900688,997,190068800,1900689
887908,945,88790800,887909
980161,251,98016100,980162
236950,148,23695000,236951
733305,776,73330500,733306
1145893,333,114589300,1145894
297249,551,29724900,297250
244516,184,24451600,244517
268797,442,26879700,268798
1254826,280,125482600,1254827
623564,457,62356400,623565
1879444,171,187944400,1879445
1109488,397,110948800,1109489
1737085,519,173708500,1737086
1087578,407,108757800,1087579
1053191,917,105319100,1053192
1201253,813,120125300,1201254
1608846,12,160884600,1608847
796419,879,79641900,796420
123349,103,12334900,123350
1485787,378,148578700,1485788
1261068,709,126106800,1261069
1232986,405,123298600,1232987
788654,668,78865400,788655
266167,315,26616700,266168
331382,135,33138200,331372
1447411,525,144741100,1447412
1673679,549,167367900,1673680
90305,410,9030500,90306
1827301,902,182730100,1827302
1062949,898,106294900,1062950
256131,27,25613100,256132
646499,889,64649900,646500
749891,827,74989100,749892
1407475,547,140747500,1407476
1751318,475,175131800,1751319
465651,377,46565100,465652
434937,464,43493700,434938
1721230,135,172123000,1721231
1324377,402,132437700,1324378
1404820,978,140482000,1404821
755764,733,75576400,755765
80325,33,8032500,80326
1439791,325,143979100,1439792
1075937,671,107593700,1075938
828473,885,82847300,828474
1238830,121,123883000,1238831
1145012,23,114501200,1145013
744035,63,74403500,744036
1192701,196,119270100,1192702
857042,573,85704200,857043
1645842,247,164584200,1645843
1059355,24,105935500,1059356
1889089,166,188908900,1889090
1168967,610,116896700,1168968
475317,476,47531700,475318
1021233,897,102123300,1021234
1114432,688,111443200,1114433
1704546,500,170454600,1704547
354627,266,35462700,354628
1766455,84,176645500,1766456
516141,482,51614100,516142
1125309,370,112530900,1125310
339217,469,33921700,339218
373325,261,37332500,373326
704805,62,70480500,704806
449340,20,44934000,449341
1695720,813,169572000,1695721
1444009,208,144400900,1444010
1439960,208,143996000,1439950
419767,134,41976700,419768
1655023,571,165502300,1655024
664570,315,66457000,664571
323058,37,32305800,323059
324356,272,32435600,324357
327729,785,32772900,327730
1127846,188,112784600,1127847
494457,644,49445700,494447
243164,284,24316400,243165
1068908,404,106890800,1068909
1498854,500,149885400,1498855
522013,724,52201300,522014
1893291,738,189329100,1893292
552549,849,55254900,552550
267638,14,26763800,267639
1655044,480,165504400,1655045
1620584,271,162058400,1620585
1034669,130,103466900,1034670
1612380,512,161238000,1612381
203108,84,20310800,203098
643977,288,64397700,643978
712762,431,71276200,712763
534233,313,53423300,534234
593147,974,59314700,593148
259450,561,25945000,259451
837674,128,83767400,837675
1586736,576,158673600,1586737
1366450,562,136645000,1366451
1774249,370,177424900,1774250
330807,854,33080700,330808
1661972,882,166197200,1661973
669125,890,66912500,669126
1034600,269,103460000,1034601
22101,519,2210100,22102
1494114,745,149411400,1494115
1851568,542,185156800,1851569
1026396,856,102639600,1026397
916405,33,91640500,916406
1437148,289,143714800,1437149
91989,783,9198900,91990
1512003,962,151200300,1512004
897826,97,89782600,897827
940354,732,94035400,940355
81602,62,8160200,81603
1500622,285,150062200,1500623
40886,105,4088600,40887
1661368,409,166136800,1661369
95910,503,9591000,95911
1365109,108,136510900,1365110
276002,730,27600200,276003
680244,307,68024400,680245
1300806,287,130080600,1300807
995545,254,99554500,995546
1110296,47,111029600,1110297
505854,398,50585400,505855
1070127,987,107012700,1070128
1868045,835,186804500,1868046
1482822,425,148282200,1482823
1632075,652,163207500,1632076
354051,119,35405100,354052
1921300,509,192130000,1921301
1031383,235,103138300,1031384
690405,519,69040500,690406
1312907,664,131290700,1312908
473242,124,47324200,473243
452311,98,45231100,452312
1224573,721,122457300,1224574
1456655,478,145665500,1456656
1612765,51,161276500,1612766
1590233,414,159023300,1590234
1569180,445,156918000,1569181
264226,107,26422600,264227
1212533,543,121253300,1212534
1808126,456,180812600,1808127
546549,413,54654900,546550
64649,861,6464900,64650
1986442,768,198644200,1986443
241100,939,24110000,241101
374197,117,37419700,374198
1560817,323,156081700,1560818
1314806,575,131480600,1314807
896292,823,89629200,896293
874438,906,87443800,874439
122275,958,12227500,122276
1471525,411,147152500,1471526
1171585,663,117158500,1171586
473754,476,47375400,473755
269380,142,26938000,269381
149146,935,14914600,149147
1871428,414,187142800,1871429
1263410,180,126341000,1263411
1096697,979,109669700,1096698
1143514,198,114351400,1143515
107682,957,10768200,107672
271431,524,27143100,271432
1336583,18,133658300,1336584
214859,428,21485900,214860
1704043,535,170404300,1704044
1591348,421,159134800,1591349
578999,728,57899900,579000
895235,502,89523500,895236
374542,541,37454200,374543
1987501,467,198750100,1987502
945277,246,94527700,945278
971005,5,97100500,971006
180082,489,18008200,180083
1967254,194,196725400,1967244
806563,899,80656300,806564
1547725,68,154772500,1547726
811511,921,81151100,811501
419813,85,41981300,419814
768394,225,76839400,768395
1004373,190,100437300,1004374
1487016,535,148701600,1487017
927017,29,92701700,927018
1193972,341,119397200,1193973
412497,659,41249700,412498
176290,777,17629000,176291
1828327,707,182832700,1828328
1626509,812,162650900,1626510
1723268,676,172326800,1723269
1687354,644,168735400,1687355
1102573,672,110257300,1102574
603919,677,60391900,603920
903000,903,90300000,903001
52592,41,5259200,52593
190096,167,19009600,190097
53648,743,5364800,53649
1741643,389,174164300,1741644
1310751,165,131075100,1310752
237460,930,23746000,237461
413514,25,41351400,413515
1236340,955,123634000,1236341
1096404,37,109640400,1096405
1538655,526,153865500,1538656
48977,382,4897700,48978
1703370,192,170337000,1703371
1467437,107,146743700,1467438
419331,738,41933100,419332
944803,273,94480300,944804
669256,982,66925600,669257
1879473,610,187947300,1879474
809676,46,80967600,809677
294848,807,29484800,294849
1798986,914,179898600,1798987
1852989,889,185298900,1852990
47435,149,4743500,47436
190348,828,19034800,190349
69491,110,6949100,69492
1128314,171,112831400,1128315
1828869,184,182886900,1828870
1638919,397,163891900,1638920
1887631,868,188763100,1887632
241984,779,24198400,241985
71054,966,7105400,71055
1978997,998,197899700,1978998
1267929,24,126792900,1267930
1275375,16,127537500,1275376
122316,531,12231600,122317
1280655,860,128065500,1280656
1134589,915,113458900,1134590
1828026,286,182802600,1828027
440138,460,44013800,440139
1707009,401,170700900,1707010
1153760,289,115376000,1153761
407139,547,40713900,407140
439560,2,43956000,439561
151723,718,15172300,151724
1621395,459,162139500,1621396
1644748,429,164474800,1644749
1881326,891,188132600,1881327
270381,238,27038100,270382
568344,372,56834400,568345
543042,243,54304200,543043
106631,546,10663100,106632
1135090,174,113509000,1135091
148956,440,14895600,148957
1508419,230,150841900,1508420
1810292,941,181029200,1810293
1994998,906,199499800,1994999
1330916,247,133091600,1330917
1293037,864,129303700,1293038
1969549,623,196954900,1969550
739760,533,73976000,739761
1666457,276,166645700,1666458
566394,671,56639400,566395
1165337,945,116533700,1165338
88363,542,8836300,88364
747761,934,74776100,747762
243538,517,24353800,243539
1509626,330,150962600,1509627
1985648,699,198564800,1985649
747151,524,74715100,747152
1344045,319,134404500,1344046
1009462,781,100946200,1009463
445561,854,44556100,445562
652851,980,65285100,652852
585001,565,58500100,585002
1926237,301,192623700,1926238
1964265,148,196426500,1964266
810479,210,81047900,810480
1902981,220,190298100,1902982
984433,658,98443300,984434
1162279,789,116227900,1162280
725314,415,72531400,725304
94845,713,9484500,94846
1194077,548,119407700,1194078
954082,984,95408200,954083
751525,644,75152500,751526
991631,817,99163100,991632
1791450,435,179145000,1791451
1554218,952,155421800,1554219
1745635,532,174563500,1745636
1317426,617,131742600,1317427
1758681,951,175868100,1758682
1072485,186,107248500,1072486
1107117,801,110711700,1107118
1102547,237,110254700,1102548
1235110,507,123511000,1235111
187504,658,18750400,187505
1939659,275,193965900,1939660
1326633,191,132663300,1326634
1486325,147,148632500,1486326
1969709,804,196970900,1969710
1492598,755,149259800,1492599
504891,736,50489100,504892
30634,970,3063400,30635
656303,782,65630300,656304
1664317,730,166431700,1664318
1307077,677,130707700,1307078
159003,525,15900300,159004
763565,366,76356500,763566
490297,247,49029700,490298
234071,864,23407100,234072
1009706,593,100970600,1009707
1724480,800,172448000,1724481
521883,574,52188300,521884
866251,291,86625100,866252
1823668,830,182366800,1823669
552423,207,55242300,552424
1624402,198,162440200,1624403
631723,308,63172300,631724
1402948,68,140294800,1402949
907837,211,90783700,907838
1735559,907,173555900,1735560
938108,81,93810800,938109
1663628,644,166362800,1663629
39583,140,3958300,39584
262710,503,26271000,262711
278936,291,27893600,278937
156455,456,15645500,156456
1759060,176,175906000,1759061
1212080,869,121208000,1212081
678032,227,67803200,678033
427543,848,42754300,427544
703802,255,70380200,703803
487725,698,48772500,487726
1365468,119,136546800,1365469
170078,763,17007800,170079
1828237,203,182823700,1828238
942835,407,94283500,942836
671358,313,67135800,671359
1901067,729,190106700,1901068
890303,142,89030300,890304
1187585,570,118758500,1187586
673054,104,67305400,673055
976511,140,97651100,976512
66674,772,6667400,66675
1379826,742,137982600,1379827
1088258,317,108825800,1088259
181109,36,18110900,181110
1237387,486,123738700,1237388
1385582,491,138558200,1385583
1132425,75,113242500,1132426
477766,663,47776600,477767
444677,134,44467700,444678
1001676,198,100167600,1001677
1928182,508,192818200,1928183
481811,282,48181100,481812
635638,535,63563800,635639
80761,868,8076100,80762
1200694,186,120069400,1200695
637365,784,63736500,637366
1176847,672,117684700,1176848
1297792,133,129779200,1297793
406926,989,40692600,406927
116845,727,11684500,116846
1347303,211,134730300,1347304
1101764,92,110176400,1101765
1715477,53,171547700,1715478
975638,633,97563800,975628
1394988,798,139498800,1394989
813067,636,81306700,813068
1357763,887,135776300,1357764
786476,961,78647600,786477
330890,206,33089000,330891
548211,187,54821100,548212
1930784,503,193078400,1930785
1695452,623,169545200,1695453
1758751,469,175875100,1758752
570003,450,57000300,570004
504626,217,50462600,504616
1110389,39,111038900,1110390
521450,825,52145000,521451
1375135,588,137513500,1375136
956868,38,95686800,956869
1813824,397,181382400,1813825
527208,917,52720800,527209
3250,629,325000,3251
1401118,304,140111800,1401119
301445,849,30144500,301446
428432,261,42843200,428433
1317800,486,131780000,1317801
434175,550,43417500,434176
1855020,541,185502000,1855010
520252,647,52025200,520253
1793017,130,179301700,1793018
1218035,216,121803500,1218036
1821946,524,182194600,1821947
926069,64,92606900,926070
648016,742,64801600,648017
339504,5,33950400,339505
1891310,781,189131000,1891311
738897,569,73889700,738898
38563,564,3856300,38564
508982,964,50898200,508983
779860,654,77986000,779861
1898489,467,189848900,1898490
577422,455,57742200,577423
1682722,655,168272200,1682723
1277224,369,127722400,1277225
1323122,243,132312200,1323123
1942615,820,194261500,1942616
1234889,133,123488900,1234890
550339,715,55033900,550340
104260,869,10426000,104261
1417829,335,141782900,1417830
1800428,258,180042800,1800429
1652009,704,165200900,1652010
496245,57,49624500,496246
1616327,769,161632700,1616328
481177,407,48117700,481178
603610,168,60361000,603611
1722334,822,172233400,1722335
676590,282,67659000,676591
650382,527,65038200,650383
132568,49,13256800,132569
646391,34,64639100,646392
912137,698,91213700,912138
416862,64,41686200,416863
196890,753,19689000,196891
458929,176,45892900,458930
1629849,44,162984900,1629850
1607456,553,160745600,1607457
1597731,843,159773100,1597732
1248487,90,124848700,1248488
975515,47,97551500,975516
1053162,284,105316200,1053163
108838,495,10883800,108839
1076541,249,107654100,1076542
949676,162,94967600,949666
1987280,470,198728000,1987281
1953839,689,195383900,1953840
659372,264,65937200,659373
1469376,53,146937600,1469377
1921955,667,192195500,1921956
1322168,783,132216800,1322169
979155,619,97915500,979156
80385,935,8038500,80386
960329,689,96032900,960330
1522519,632,152251900,1522520
787599,140,78759900,787600
1928869,932,192886900,1928870
1601999,412,160199900,1602000
533897,381,53389700,533898
541857,561,54185700,541858
1689215,564,168921500,1689216
1323605,714,132360500,1323606
1899705,687,189970500,1899706
823624,494,82362400,823625
304873,178,30487300,304874
656441,986,65644100,656442
307036,217,30703600,307037
1918013,107,191801300,1918014
655037,275,65503700,655038
1015823,764,101582300,1015813
993965,243,99396500,993966
1142997,826,114299700,1142998
1581394,883,158139400,1581395
1909296,222,190929600,1909297
1208352,278,120835200,1208353
9332,314,933200,9333
708313,105,70831300,708314
1548320,246,154832000,1548321
142623,292,14262300,142624
1366622,605,136662200,1366623
1004734,627,100473400,1004735
805536,42,80553600,805537
1717651,496,171765100,1717641
1126061,698,112606100,1126062
638051,589,63805100,638052
108870,821,10887000,108871
919393,89,91939300,919394
545311,481,54531100,545312
998499,423,99849900,998500
1628545,124,162854500,1628546
1404352,51,140435200,1404353
1852466,121,185246600,1852467
1136868,129,113686800,1136869
936173,472,93617300,936174
594939,606,59493900,594940
841898,314,84189800,841899
287790,694,28779000,287791
1484683,607,148468300,1484684
1891484,42,189148400,1891485
479501,793,47950100,479502
1876098,496,187609800,1876099
180304,650,18030400,180305
1867094,876,186709400,1867095
62850,39,6285000,62851
1009872,634,100987200,1009873
1372065,379,137206500,1372066
1297731,802,129773100,1297732
1895753,897,189575300,1895754
255949,626,25594900,255939
626494,245,62649400,626495
1833310,824,183331000,1833311
1633157,425,163315700,1633158
211545,41,21154500,211546
926163,421,92616300,926164
1606437,638,160643700,1606438
89586,156,8958600,89587
623736,297,62373600,623737
330906,416,33090600,330907
1203183,248,120318300,1203184
807924,497,80792400,807925
547590,596,54759000,547591
1352010,546,135201000,1352011
63366,985,6336600,63367
1049429,854,104942900,1049430
226711,676,22671100,226712
1652784,423,165278400,1652785
878779,391,87877900,878780
504143,836,50414300,504144
414770,826,41477000,414771
1093807,559,109380700,1093808
54259,490,5425900,54260
596081,615,59608100,596082
213480,868,21348000,213481
200066,661,20006600,200067
460284,507,46028400,460285
1667355,526,166735500,1667356
937292,635,93729200,937293
853738,15,85373800,853739
1002300,898,100230000,1002290
262725,494,26272500,262726
225201,319,22520100,225202
1350598,51,135059800,1350599
138542,337,13854200,138543
1325361,99,132536100,1325362
57802,255,5780200,57803
264735,804,26473500,264736
709285,83,70928500,709286
1812313,759,181231300,1812314
1388145,339,138814500,1388146
1571875,255,157187500,1571876
1887852,439,188785200,1887853
1533376,34,153337600,1533377
652317,467,65231700,652318
1371901,17,137190100,1371902
1337618,616,133761800,1337619
340705,389,34070500,340706
271369,409,27136900,271370
1922956,869,192295600,1922957
1844159,461,184415900,1844160
58385,14,5838500,58386
1465564,559,146556400,1465565
1239234,425,123923400,1239235
1362460,12,136246000,1362461
519526,339,51952600,519527
834395,222,83439500,834396
372783,239,37278300,372784
1914437,633,191443700,1914438
1349851,427,134985100,1349852
1715992,379,171599200,1715993
236362,522,23636200,236363
1536336,435,153633600,1536337
118484,256,11848400,118485
1725459,833,172545900,1725460
1266751,13,126675100,1266752
706910,370,70691000,706911
505811,689,50581100,505812
1023702,358,102370200,1023703
771572,97,77157200,771573
701642,386,70164200,701643
1040564,660,104056400,1040565
1414004,929,141400400,1414005
23185,488,2318500,23186
1436655,345,143665500,1436656
1037306,644,103730600,1037307
866905,177,86690500,866906
48880,39,4888000,48881
1222934,18,122293400,1222935
1298500,934,129850000,1298501
1179282,967,117928200,1179283
969886,624,96988600,969887
773147,553,77314700,773148
1606776,624,160677600,1606777
715844,557,71584400,715845
1985747,637,198574700,1985748
1937143,939,193714300,1937144
231720,254,23172000,231721
1075393,701,107539300,1075394
134777,624,13477700,134778
912734,970,91273400,912735
1029945,547,102994500,1029935
585680,426,58568000,585681
1137835,640,113783500,1137836
1579955,481,157995500,1579956
151666,7,15166600,151667
1690877,630,169087700,1690878
883551,376,88355100,883552
1238854,596,123885400,1238855
359883,323,35988300,359884
683551,349,68355100,683552
652663,14,65266300,652664
423951,567,42395100,423952
446455,729,44645500,446456
932522,814,93252200,932523
255083,252,25508300,255084
7280,28,728000,7281
1781048,344,178104800,1781049
1699205,167,169920500,1699206
1270699,878,127069900,1270700
1003944,331,100394400,1003945
1103659,308,110365900,1103660
174293,483,17429300,174294
537416,155,53741600,537417
182155,289,18215500,182156
753004,800,75300400,753005
535949,307,53594900,535950
935118,44,93511800,935108
1526644,43,152664400,1526645
1782329,930,178232900,1782330
1465806,689,146580600,1465807
1086077,888,108607700,1086078
1786209,950,178620900,1786210
719456,213,71945600,719446
150656,84,15065600,150657
35029,857,3502900,35030
326486,509,32648600,326487
14627,46,1462700,14628
490354,561,49035400,490355
822822,391,82282200,822823
1360846,751,136084600,1360847
1753555,165,175355500,1753556
357202,736,35720200,357203
1170008,861,117000800,1170009
1363608,697,136360800,1363609
1148097,686,114809700,1148098
252174,825,25217400,252175
1216478,312,121647800,1216479
1130393,206,113039300,1130394
873533,447,87353300,873534
1905820,717,190582000,1905821
1159888,454,115988800,1159889
1839811,547,183981100,1839812
943416,517,94341600,943417
903579,561,90357900,903569
939444,576,93944400,939445
121497,776,12149700,121498
1264778,860,126477800,1264779
58125,103,5812500,58126
1347311,50,134731100,1347312
1211505,90,121150500,1211506
1375371,592,137537100,1375372
624350,997,62435000,624351
553074,686,55307400,553075
915266,825,91526600,915267
839673,554,83967300,839674
845013,186,84501300,845014
582260,643,58226000,582261
1713025,662,171302500,1713026
1436063,711,143606300,1436064
1935268,449,193526800,1935269
362472,466,36247200,362473
1246402,78,124640200,1246403
918367,241,91836700,918368
953050,34,95305000,953051
239987,97,23998700,239988
387745,794,38774500,387746
1092402,883,109240200,1092403
284924,660,28492400,284925
914108,159,91410800,914109
889334,290,88933400,889335
563677,846,56367700,563678
11893,531,1189300,11894
356216,427,35621600,356217
592608,878,59260800,592609
278889,248,27888900,278890
1699222,235,169922200,1699223
233835,167,23383500,233836
1590329,811,159032900,1590330
560852,276,56085200,560853
924984,608,92498400,924985
1863859,749,186385900,1863860
1740032,314,174003200,1740033
1939202,910,193920200,1939203
260341,634,26034100,260342
1176639,357,117663900,1176640
560468,643,56046800,560469
34566,827,3456600,34567
1195223,809,119522300,1195224
928398,744,92839800,928399
1718051,73,171805100,1718052
154893,348,15489300,154894
1637577,143,163757700,1637578
272208,800,27220800,272209
1846945,56,184694500,1846946
437058,350,43705800,437059
1131784,539,113178400,1131785
1039546,577,103954600,1039547
129590,811,12959000,129591
1568290,465,156829000,1568291
236944,841,23694400,236945
1681453,957,168145300,1681454
206103,959,20610300,206104
1350500,795,135050000,1350501
1873011,860,187301100,1873012
723799,399,72379900,723800
1548336,949,154833600,1548337
964278,542,96427800,964279
830151,695,83015100,830152
590826,1,59082600,590827
381015,798,38101500,381005
478433,139,47843300,478434
1308627,457,130862700,1308628
677561,386,67756100,677562
1275657,223,127565700,1275658
838150,592,83815000,838151
948506,210,94850600,948507
208235,174,20823500,208236
727558,197,72755800,727559
357992,702,35799200,357993
1388372,304,138837200,1388373
485830,101,48583000,485831
1565600,204,156560000,1565601
1664086,650,166408600,1664087
593847,134,59384700,593848
812692,85,81269200,812693
1169065,513,116906500,1169066
1884783,572,188478300,1884784
1203029,99,120302900,1203030
878522,287,87852200,878523
499333,389,49933300,499334
1384447,778,138444700,1384448
1679543,851,167954300,1679544
1763953,250,176395300,1763954
846405,995,84640500,846406
1737522,802,173752200,1737523
331546,280,33154600,331547
597550,348,59755000,597551
1387289,826,138728900,1387290
690756,483,69075600,690757
1053002,543,105300200,1053003
780420,964,78042000,780421
62995,125,6299500,62996
584832,366,58483200,584833
1053746,206,105374600,1053747
1529099,623,152909900,1529100
1355905,75,135590500,1355906
910131,145,91013100,910132
515809,217,51580900,515810
323398,924,32339800,323399
294118,979,29411800,294119
139939,841,13993900,139940
1579016,835,157901600,1579017
751472,77,75147200,751473
1057923,340,105792300,1057924
1842302,198,184230200,1842303
338406,178,33840600,338407
1798641,362,179864100,1798642
1027539,856,102753900,1027540
1447723,671,144772300,1447724
1685060,610,168506000,1685061
600031,495,60003100,600021
736060,326,73606000,736061
243607,746,24360700,243608
540964,418,54096400,540965
1115507,771,111550700,1115508
1208911,122,120891100,1208912
1684048,498,168404800,1684049
822102,744,82210200,822103
354200,627,35420000,354201
1403330,961,140333000,1403331
230905,399,23090500,230906
481595,239,48159500,481596
1960710,507,196071000,1960711
312895,191,31289500,312896
1031808,514,103180800,1031798
1018113,812,101811300,1018114
1691695,703,169169500,1691696
1016755,639,101675500,1016756
1889004,115,188900400,1889005
1377767,471,137776700,1377768
1376095,955,137609500,1376096
856766,466,85676600,856767
664027,749,66402700,664028
1283256,847,128325600,1283257
1775205,725,177520500,1775206
1005546,550,100554600,1005547
1700471,173,170047100,1700472
1106251,498,110625100,1106252
1615690,118,161569000,1615691
1054035,320,105403500,1054036
872940,753,87294000,872941
840533,2,84053300,840534
848888,513,84888800,848889
1654160,348,165416000,1654161
1798432,956,179843200,1798433
880806,961,88080600,880807
21342,482,2134200,21343
1182095,886,118209500,1182096
1840435,153,184043500,1840436
274672,311,27467200,274673
1355265,964,135526500,1355266
1196753,749,119675300,1196754
274617,973,27461700,274618
1807102,356,180710200,1807103
785859,967,78585900,785860
844220,608,84422000,844221
1289046,985,128904600,1289047
1727125,555,172712500,1727126
1799920,892,179992000,1799921
505009,309,50500900,505010
441626,854,44162600,441627
1269443,615,126944300,1269444
1477728,639,147772800,1477729
195049,719,19504900,195050
1828623,736,182862300,1828624
1030369,908,103036900,1030370
1159965,754,115996500,1159966
823292,90,82329200,823293
224712,469,22471200,224713
655332,893,65533200,655333
954187,834,95418700,954188
17363,350,1736300,17364
1947699,917,194769900,1947700
814025,214,81402500,814026
743025,119,74302500,743026
1244983,352,124498300,1244984
41315,661,4131500,41316
17841,353,1784100,17842
974741,584,97474100,974742
1265181,951,126518100,1265182
106291,28,10629100,106292
1032526,191,103252600,1032527
1584728,713,158472800,1584729
462608,873,46260800,462609
1683359,875,168335900,1683360
1326680,37,132668000,1326681
500835,995,50083500,500836
181788,785,18178800,181789
1776408,100,177640800,1776409
1768413,215,176841300,1768414
703438,972,70343800,703439
1728283,24,172828300,1728284
377140,178,37714000,377141
25957,338,2595700,25958
311231,646,31123100,311232
1475337,356,147533700,1475338
1982122,749,198212200,1982112
627936,25,62793600,627937
1219622,436,121962200,1219623
1494472,523,149447200,1494473
1924455,567,192445500,1924456
1763281,745,176328100,1763282
1608699,953,160869900,1608700
737452,391,73745200,737453
542934,912,54293400,542935
1109633,247,110963300,1109634
1041878,475,104187800,1041868
1144878,426,114487800,1144879
329439,525,32943900,329440
1638121,885,163812100,1638122
712544,699,71254400,712545
510722,952,51072200,510723
923265,681,92326500,923266
846589,646,84658900,846590
1617994,224,161799400,1617995
98226,639,9822600,98227
605997,442,60599700,605998
1591308,911,159130800,1591309
143607,681,14360700,143608
1494816,547,149481600,1494817
1176423,611,117642300,1176424
1215996,138,121599600,1215997
1573062,557,157306200,1573063
1550312,204,155031200,1550313
296798,904,29679800,296799
972224,123,97222400,972225
1052486,529,105248600,1052487
960982,634,96098200,960983
597111,598,59711100,597101
1138866,406,113886600,1138867
1047787,90,104778700,1047788
892782,896,89278200,892783
1909963,519,190996300,1909964
